localidad;provincia;ccaa;país
Santiuste de Pedraza;Segovia;Castilla León;España
Santiuste de San Juan Bautista;Segovia;Castilla León;España
Santo Domingo de Pirón;Segovia;Castilla León;España
Santo Tomé del Puerto;Segovia;Castilla León;España
Sauquillo de Cabezas;Segovia;Castilla León;España
Sebúlcor;Segovia;Castilla León;España
Segovia;Segovia;Castilla León;España
Sepúlveda;Segovia;Castilla León;España
Sequera de Fresno;Segovia;Castilla León;España
Sotillo;Segovia;Castilla León;España
Sotosalbos;Segovia;Castilla León;España
Tabanera la Luenga;Segovia;Castilla León;España
Tolocirio;Segovia;Castilla León;España
Torre Val de San Pedro;Segovia;Castilla León;España
Torreadrada;Segovia;Castilla León;España
Torrecaballeros;Segovia;Castilla León;España
Torrecilla del Pinar;Segovia;Castilla León;España
Torreiglesias;Segovia;Castilla León;España
Trescasas;Segovia;Castilla León;España
Turégano;Segovia;Castilla León;España
Urueñas;Segovia;Castilla León;España
Valdeprados;Segovia;Castilla León;España
Valdevacas de Montejo;Segovia;Castilla León;España
Valdevacas y Guijar;Segovia;Castilla León;España
Valle de Tabladillo;Segovia;Castilla León;España
Vallelado;Segovia;Castilla León;España
Valleruela de Pedraza;Segovia;Castilla León;España
Valleruela de Sepúlveda;Segovia;Castilla León;España
Valseca;Segovia;Castilla León;España
Valtiendas;Segovia;Castilla León;España
Valverde del Majano;Segovia;Castilla León;España
Veganzones;Segovia;Castilla León;España
Vegas de Matute;Segovia;Castilla León;España
Ventosilla y Tejadilla;Segovia;Castilla León;España
Villacastín;Segovia;Castilla León;España
Villaverde de Íscar;Segovia;Castilla León;España
Villaverde de Montejo;Segovia;Castilla León;España
Villeguillo;Segovia;Castilla León;España
Yanguas de Eresma;Segovia;Castilla León;España
Zarzuela del Monte;Segovia;Castilla León;España
Zarzuela del Pinar;Segovia;Castilla León;España
Abejar;Soria;Castilla León;España
Adradas;Soria;Castilla León;España
Ágreda;Soria;Castilla León;España
Alconaba;Soria;Castilla León;España
Alcubilla de Avellaneda;Soria;Castilla León;España
Alcubilla de las Peñas;Soria;Castilla León;España
Aldealafuente;Soria;Castilla León;España
Aldealices;Soria;Castilla León;España
Aldealpozo;Soria;Castilla León;España
Aldealseñor;Soria;Castilla León;España
Aldehuela de Periáñez;Soria;Castilla León;España
Aldehuelas (Las);Soria;Castilla León;España
Alentisque;Soria;Castilla León;España
Aliud;Soria;Castilla León;España
Almajano;Soria;Castilla León;España
Almaluez;Soria;Castilla León;España
Almarza;Soria;Castilla León;España
Almazán;Soria;Castilla León;España
Almazul;Soria;Castilla León;España
Almenar de Soria;Soria;Castilla León;España
Alpanseque;Soria;Castilla León;España
Arancón;Soria;Castilla León;España
Arcos de Jalón;Soria;Castilla León;España
Arenillas;Soria;Castilla León;España
Arévalo de la Sierra;Soria;Castilla León;España
Ausejo de la Sierra;Soria;Castilla León;España
Baraona;Soria;Castilla León;España
Barca;Soria;Castilla León;España
Barcones;Soria;Castilla León;España
Bayubas de Abajo;Soria;Castilla León;España
Bayubas de Arriba;Soria;Castilla León;España
Beratón;Soria;Castilla León;España
Berlanga de Duero;Soria;Castilla León;España
Blacos;Soria;Castilla León;España
Bliecos;Soria;Castilla León;España
Borjabad;Soria;Castilla León;España
Borobia;Soria;Castilla León;España
Buberos;Soria;Castilla León;España
Buitrago;Soria;Castilla León;España
Burgo de Osma-Ciudad de Osma;Soria;Castilla León;España
Cabrejas del Campo;Soria;Castilla León;España
Cabrejas del Pinar;Soria;Castilla León;España
Calatañazor;Soria;Castilla León;España
Caltojar;Soria;Castilla León;España
Cañamaque;Soria;Castilla León;España
Candilichera;Soria;Castilla León;España
Carabantes;Soria;Castilla León;España
Caracena;Soria;Castilla León;España
Carrascosa de Abajo;Soria;Castilla León;España
Carrascosa de la Sierra;Soria;Castilla León;España
Casarejos;Soria;Castilla León;España
Castilfrío de la Sierra;Soria;Castilla León;España
Castillejo de Robledo;Soria;Castilla León;España
Castilruiz;Soria;Castilla León;España
Centenera de Andaluz;Soria;Castilla León;España
Cerbón;Soria;Castilla León;España
Cidones;Soria;Castilla León;España
Cigudosa;Soria;Castilla León;España
Cihuela;Soria;Castilla León;España
Ciria;Soria;Castilla León;España
Cirujales del Río;Soria;Castilla León;España
Coscurita;Soria;Castilla León;España
Covaleda;Soria;Castilla León;España
Cubilla;Soria;Castilla León;España
Cubo de la Solana;Soria;Castilla León;España
Cueva de Ágreda;Soria;Castilla León;España
Dévanos;Soria;Castilla León;España
Deza;Soria;Castilla León;España
Duruelo de la Sierra;Soria;Castilla León;España
Escobosa de Almazán;Soria;Castilla León;España
Espeja de San Marcelino;Soria;Castilla León;España
Espejón;Soria;Castilla León;España
Estepa de San Juan;Soria;Castilla León;España
Frechilla de Almazán;Soria;Castilla León;España
Fresno de Caracena;Soria;Castilla León;España
Fuentearmegil;Soria;Castilla León;España
Fuentecambrón;Soria;Castilla León;España
Fuentecantos;Soria;Castilla León;España
Fuentelmonge;Soria;Castilla León;España
Fuentelsaz de Soria;Soria;Castilla León;España
Fuentepinilla;Soria;Castilla León;España
Fuentes de Magaña;Soria;Castilla León;España
Fuentestrún;Soria;Castilla León;España
Garray;Soria;Castilla León;España
Golmayo;Soria;Castilla León;España
Gómara;Soria;Castilla León;España
Gormaz;Soria;Castilla León;España
Herrera de Soria;Soria;Castilla León;España
Hinojosa del Campo;Soria;Castilla León;España
Langa de Duero;Soria;Castilla León;España
Liceras;Soria;Castilla León;España
Losilla (La);Soria;Castilla León;España
Magaña;Soria;Castilla León;España
Maján;Soria;Castilla León;España
Matalebreras;Soria;Castilla León;España
Matamala de Almazán;Soria;Castilla León;España
Medinaceli;Soria;Castilla León;España
Miño de Medinaceli;Soria;Castilla León;España
Miño de San Esteban;Soria;Castilla León;España
Molinos de Duero;Soria;Castilla León;España
Momblona;Soria;Castilla León;España
Monteagudo de las Vicarías;Soria;Castilla León;España
Montejo de Tiermes;Soria;Castilla León;España
Montenegro de Cameros;Soria;Castilla León;España
Morón de Almazán;Soria;Castilla León;España
Muriel de la Fuente;Soria;Castilla León;España
Muriel Viejo;Soria;Castilla León;España
Nafría de Ucero;Soria;Castilla León;España
Narros;Soria;Castilla León;España
Navaleno;Soria;Castilla León;España
Nepas;Soria;Castilla León;España
Nolay;Soria;Castilla León;España
Noviercas;Soria;Castilla León;España
Ólvega;Soria;Castilla León;España
Oncala;Soria;Castilla León;España
Pinilla del Campo;Soria;Castilla León;España
Portillo de Soria;Soria;Castilla León;España
Póveda de Soria (La);Soria;Castilla León;España
Pozalmuro;Soria;Castilla León;España
Quiñonería;Soria;Castilla León;España
Quintana Redonda;Soria;Castilla León;España
Quintanas de Gormaz;Soria;Castilla León;España
Rábanos (Los);Soria;Castilla León;España
Rebollar;Soria;Castilla León;España
Recuerda;Soria;Castilla León;España
Rello;Soria;Castilla León;España
Renieblas;Soria;Castilla León;España
Retortillo de Soria;Soria;Castilla León;España
Reznos;Soria;Castilla León;España
Riba de Escalote (La);Soria;Castilla León;España
Rioseco de Soria;Soria;Castilla León;España
Rollamienta;Soria;Castilla León;España
Royo (El);Soria;Castilla León;España
Salduero;Soria;Castilla León;España
San Esteban de Gormaz;Soria;Castilla León;España
San Felices;Soria;Castilla León;España
San Leonardo de Yagüe;Soria;Castilla León;España
San Pedro Manrique;Soria;Castilla León;España
Santa Cruz de Yanguas;Soria;Castilla León;España
Santa María de Huerta;Soria;Castilla León;España
Santa María de las Hoyas;Soria;Castilla León;España
Serón de Nágima;Soria;Castilla León;España
Soliedra;Soria;Castilla León;España
Soria;Soria;Castilla León;España
Sotillo del Rincón;Soria;Castilla León;España
Suellacabras;Soria;Castilla León;España
Tajahuerce;Soria;Castilla León;España
Tajueco;Soria;Castilla León;España
Talveila;Soria;Castilla León;España
Tardelcuende;Soria;Castilla León;España
Taroda;Soria;Castilla León;España
Tejado;Soria;Castilla León;España
Torlengua;Soria;Castilla León;España
Torreblacos;Soria;Castilla León;España
Torrubia de Soria;Soria;Castilla León;España
Trévago;Soria;Castilla León;España
Ucero;Soria;Castilla León;España
Vadillo;Soria;Castilla León;España
Valdeavellano de Tera;Soria;Castilla León;España
Valdegeña;Soria;Castilla León;España
Valdelagua del Cerro;Soria;Castilla León;España
Valdemaluque;Soria;Castilla León;España
Valdenebro;Soria;Castilla León;España
Valdeprado;Soria;Castilla León;España
Valderrodilla;Soria;Castilla León;España
Valtajeros;Soria;Castilla León;España
Velamazán;Soria;Castilla León;España
Velilla de la Sierra;Soria;Castilla León;España
Velilla de los Ajos;Soria;Castilla León;España
Viana de Duero;Soria;Castilla León;España
Villaciervos;Soria;Castilla León;España
Villanueva de Gormaz;Soria;Castilla León;España
Villar del Ala;Soria;Castilla León;España
Villar del Campo;Soria;Castilla León;España
Villar del Río;Soria;Castilla León;España
Villares de Soria (Los);Soria;Castilla León;España
Villasayas;Soria;Castilla León;España
Villaseca de Arciel;Soria;Castilla León;España
Vinuesa;Soria;Castilla León;España
Vizmanos;Soria;Castilla León;España
Vozmediano;Soria;Castilla León;España
Yanguas;Soria;Castilla León;España
Yelo;Soria;Castilla León;España
Adalia;Valladolid;Castilla León;España
Aguasal;Valladolid;Castilla León;España
Aguilar de Campos;Valladolid;Castilla León;España
Alaejos;Valladolid;Castilla León;España
Alcazarén;Valladolid;Castilla León;España
Aldea de San Miguel;Valladolid;Castilla León;España
Aldeamayor de San Martín;Valladolid;Castilla León;España
Almenara de Adaja;Valladolid;Castilla León;España
Amusquillo;Valladolid;Castilla León;España
Arroyo de la Encomienda;Valladolid;Castilla León;España
Ataquines;Valladolid;Castilla León;España
Bahabón;Valladolid;Castilla León;España
Barcial de la Loma;Valladolid;Castilla León;España
Barruelo del Valle;Valladolid;Castilla León;España
Becilla de Valderaduey;Valladolid;Castilla León;España
Benafarces;Valladolid;Castilla León;España
Bercero;Valladolid;Castilla León;España
Berceruelo;Valladolid;Castilla León;España
Berrueces;Valladolid;Castilla León;España
Bobadilla del Campo;Valladolid;Castilla León;España
Bocigas;Valladolid;Castilla León;España
Bocos de Duero;Valladolid;Castilla León;España
Boecillo;Valladolid;Castilla León;España
Bolaños de Campos;Valladolid;Castilla León;España
Brahojos de Medina;Valladolid;Castilla León;España
Bustillo de Chaves;Valladolid;Castilla León;España
Cabezón de Pisuerga;Valladolid;Castilla León;España
Cabezón de Valderaduey;Valladolid;Castilla León;España
Cabreros del Monte;Valladolid;Castilla León;España
Campaspero;Valladolid;Castilla León;España
Campillo (El);Valladolid;Castilla León;España
Camporredondo;Valladolid;Castilla León;España
Canalejas de Peñafiel;Valladolid;Castilla León;España
Canillas de Esgueva;Valladolid;Castilla León;España
Carpio;Valladolid;Castilla León;España
Casasola de Arión;Valladolid;Castilla León;España
Castrejón de Trabancos;Valladolid;Castilla León;España
Castrillo-Tejeriego;Valladolid;Castilla León;España
Castrillo de Duero;Valladolid;Castilla León;España
Castrobol;Valladolid;Castilla León;España
Castrodeza;Valladolid;Castilla León;España
Castromembibre;Valladolid;Castilla León;España
Castromonte;Valladolid;Castilla León;España
Castronuevo de Esgueva;Valladolid;Castilla León;España
Castronuño;Valladolid;Castilla León;España
Castroponce;Valladolid;Castilla León;España
Castroverde de Cerrato;Valladolid;Castilla León;España
Ceinos de Campos;Valladolid;Castilla León;España
Cervillego de la Cruz;Valladolid;Castilla León;España
Cigales;Valladolid;Castilla León;España
Ciguñuela;Valladolid;Castilla León;España
Cistérniga;Valladolid;Castilla León;España
Cogeces de Íscar;Valladolid;Castilla León;España
Cogeces del Monte;Valladolid;Castilla León;España
Corcos;Valladolid;Castilla León;España
Corrales de Duero;Valladolid;Castilla León;España
Cubillas de Santa Marta;Valladolid;Castilla León;España
Cuenca de Campos;Valladolid;Castilla León;España
Curiel de Duero;Valladolid;Castilla León;España
Encinas de Esgueva;Valladolid;Castilla León;España
Esguevillas de Esgueva;Valladolid;Castilla León;España
Fombellida;Valladolid;Castilla León;España
Fompedraza;Valladolid;Castilla León;España
Fontihoyuelo;Valladolid;Castilla León;España
Fresno el Viejo;Valladolid;Castilla León;España
Fuensaldaña;Valladolid;Castilla León;España
Fuente-Olmedo;Valladolid;Castilla León;España
Fuente el Sol;Valladolid;Castilla León;España
Gallegos de Hornija;Valladolid;Castilla León;España
Gatón de Campos;Valladolid;Castilla León;España
Geria;Valladolid;Castilla León;España
Herrín de Campos;Valladolid;Castilla León;España
Hornillos de Eresma;Valladolid;Castilla León;España
Íscar;Valladolid;Castilla León;España
Laguna de Duero;Valladolid;Castilla León;España
Langayo;Valladolid;Castilla León;España
Llano de Olmedo;Valladolid;Castilla León;España
Lomoviejo;Valladolid;Castilla León;España
Manzanillo;Valladolid;Castilla León;España
Marzales;Valladolid;Castilla León;España
Matapozuelos;Valladolid;Castilla León;España
Matilla de los Caños;Valladolid;Castilla León;España
Mayorga;Valladolid;Castilla León;España
Medina de Rioseco;Valladolid;Castilla León;España
Medina del Campo;Valladolid;Castilla León;España
Megeces;Valladolid;Castilla León;España
Melgar de Abajo;Valladolid;Castilla León;España
Melgar de Arriba;Valladolid;Castilla León;España
Mojados;Valladolid;Castilla León;España
Monasterio de Vega;Valladolid;Castilla León;España
Montealegre de Campos;Valladolid;Castilla León;España
Montemayor de Pililla;Valladolid;Castilla León;España
Moral de la Reina;Valladolid;Castilla León;España
Moraleja de las Panaderas;Valladolid;Castilla León;España
Morales de Campos;Valladolid;Castilla León;España
Mota del Marqués;Valladolid;Castilla León;España
Mucientes;Valladolid;Castilla León;España
Mudarra (La);Valladolid;Castilla León;España
Muriel;Valladolid;Castilla León;España
Nava del Rey;Valladolid;Castilla León;España
Nueva Villa de las Torres;Valladolid;Castilla León;España
Olivares de Duero;Valladolid;Castilla León;España
Olmedo;Valladolid;Castilla León;España
Olmos de Esgueva;Valladolid;Castilla León;España
Olmos de Peñafiel;Valladolid;Castilla León;España
Palazuelo de Vedija;Valladolid;Castilla León;España
Parrilla (La);Valladolid;Castilla León;España
Pedraja de Portillo (La);Valladolid;Castilla León;España
Pedrajas de San Esteban;Valladolid;Castilla León;España
Pedrosa del Rey;Valladolid;Castilla León;España
